Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Sales,Year,Types,City
2019 Tata Tiago XZ+ 1.2 Revotron,MANUAL,"21,945 km",Petrol,1st Owner,TS-15-x-xxxx,"?12,420/month","Fixed Price?6,35,299",19-Aug,Tata,Hyderabad
2022 Mahindra Thar LX D AT 4WD HT,AUTOMATIC,"9,297 km",Diesel,1st Owner,GJ-03,"?33,616/month","Fixed Price?17,90,099",22-May,Mahindra,Ahmedabad
2021 Ford FREESTYLE TITANIUM Plus 1.5 TDCI MT,MANUAL,"26,938 km",Diesel,1st Owner,TN-12-x-xxxx,"?17,357/month","Fixed Price?9,24,299",21-Mar,Toyota,Chennai
2017 Hyundai Elite i20 ASTA 1.2 (O),MANUAL,"35,939 km",Petrol,2nd Owner,KL-56,"?11,861/month","?6,54,399?6,06,699",17-Jul,,Kochi
2018 Honda Amaze 1.5 SMT I DTEC,MANUAL,"91,156 km",Diesel,1st Owner,TN-11-x-xxxx,"?12,889/month","Fixed Price?6,59,299",18-Aug,Diesel,Chennai
2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,"75,349 km",Diesel,1st Owner,TS-07-x-xxxx,"?16,163/month","?9,59,549?8,60,699",18-Apr,Ford,Hyderabad
2020 Hyundai Elite i20 1.2 MAGNA PLUS VTVT,MANUAL,"35,085 km",Petrol,1st Owner,KL-72,"?13,042/month","Fixed Price?6,67,099",20-Jan,Cars from 5 lakh - 10 lakh,Kochi
2020 Tata Harrier XZ 2.0L Kryotec,MANUAL,"33,433 km",Diesel,1st Owner,UP-78-x-xxxx,"?24,022/month","?14,38,599?12,79,199",20-Mar,MG,Lucknow
2017 Honda Jazz 1.2 S MT,MANUAL,"19,800 km",Petrol,1st Owner,DL-10,"?11,044/month","?5,69,899?5,64,899",17-Dec,Honda,New Delhi
2015 Tata Nano XT TWIST,MANUAL,"50,395 km",Petrol,1st Owner,WB-20,"?2,135/month","?1,29,199?1,09,199",,Cars under 2 lakh,Kolkata
2012 Hyundai i10 SPORTZ 1.2 KAPPA2,MANUAL,"69,426 km",Petrol,1st Owner,KL-58,"?4,407/month","?2,75,499?2,25,399",,Cars under 2 lakh,Kochi
2019 Toyota YARIS VX CVT,AUTOMATIC,"11,159 km",Petrol,2nd Owner,MH-20,"?20,396/month","?11,58,199?10,86,099",19-Apr,Toyota,Mumbai
2016 Mahindra TUV300 T8,MANUAL,"43,776 km",Diesel,1st Owner,KA-02-x-xxxx,"?14,954/month","?7,70,199?7,64,899",16-Feb,Diesel,Bangalore
2017 Maruti Swift VXI,MANUAL,"73,582 km",Petrol,1st Owner,RJ-07,"?9,613/month","Fixed Price?4,91,699",17-Jan,,Jaipur
2014 Maruti Swift Dzire VXI 1.2 BS IV,MANUAL,"25,911 km",Petrol,2nd Owner,WB-02,"?6,665/month","?4,03,399?3,40,899",14-Sep,,Kolkata
2018 Hyundai Creta 1.6 SX AT CRDI,AUTOMATIC,"56,907 km",Diesel,1st Owner,WB-08,"?20,952/month","?11,30,699?11,15,699",18-Sep,Diesel,Kolkata
2021 Tata ALTROZ XZ+ 1.2 I- TURBO,,"11,440 km",Petrol,1st Owner,MH-12,"?17,361/month","?9,88,099?9,24,499",21-Jun,Tata,Pune
2016 Renault Kwid RXT Opt,MANUAL,"57,580 km",Petrol + CNG,2nd Owner,KA-04-x-xxxx,"?6,712/month","Fixed Price?3,43,299",,CNG,Bangalore
2022 Hyundai VENUE S MT 1.2 KAPPA,MANUAL,"3,456 km",Petrol,1st Owner,GJ-06,"?17,639/month","?9,71,699?9,39,299",22-Feb,Cars from 5 lakh - 10 lakh,Ahmedabad
2020 Maruti XL6 ZETA SHVS,MANUAL,"22,792 km",Petrol,1st Owner,RJ-05,"?18,343/month","?10,79,799?9,76,799",,Ford,Jaipur
2015 Volkswagen Polo COMFORTLINE 1.5L DIESEL,MANUAL,"93,286 km",Diesel,1st Owner,RJ-14,"?6,676/month","Fixed Price?3,41,499",15-Jan,Volkswagen,Jaipur
2011 Maruti Ritz VXI,MANUAL,"1,00,162 km",Petrol,1st Owner,KA-04-x-xxxx,"?7,323/month","Fixed Price?3,74,599",11-Jul,Cars from 2 lakh - 5 lakh,Bangalore
2019 Honda City V CVT,AUTOMATIC,"90,113 km",Petrol + CNG,1st Owner,GJ-01,"?16,659/month","?9,51,299?8,87,099",19-Jan,CNG,Ahmedabad
2017 Hyundai Elite i20 ASTA 1.2,MANUAL,"28,473 km",Petrol,2nd Owner,MH-04,"?12,057/month","?6,73,799?6,16,699",17-Apr,Hyundai,Mumbai
2014 Honda Brio 1.2 S MT I VTEC,MANUAL,"53,798 km",Petrol,1st Owner,TN-02-x-xxxx,"?8,029/month","Fixed Price?4,10,699",14-Jun,Cars from 2 lakh - 5 lakh,Chennai
2016 Toyota Etios Liva V  LIMITED,MANUAL,"36,420 km",Petrol,1st Owner,MH-43,"?9,828/month","Fixed Price?5,02,699",16-Apr,,Pune
2021 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,"36,507 km",Petrol,1st Owner,RJ-05,"?16,501/month","Fixed Price?8,78,699",21-Jan,Honda,Jaipur
2021 Hyundai NEW I20 ASTA (O) 1.5 CRDI MT,,"13,192 km",Diesel,1st Owner,TS-08-x-xxxx,"?20,043/month","?11,52,399?10,67,299",21-Mar,Mahindra,Hyderabad
2020 Hyundai Creta E,MANUAL,"24,097 km",Diesel,1st Owner,KA-53-x-xxxx,"?23,611/month","?12,83,999?12,57,299",20-Dec,Diesel,Bangalore
2018 Maruti S Cross SIGMA SHVS,MANUAL,"67,477 km",Diesel,1st Owner,DL-8C,"?13,364/month","?6,88,599?6,83,599",18-Oct,Diesel,New Delhi
2020 KIA SONET GTX PLUS DCT 1.0,,"13,180 km",Petrol,1st Owner,KA-01-x-xxxx,"?24,110/month","?14,42,099?12,83,899",20-Oct,KIA,Bangalore
2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,"32,372 km",Petrol,1st Owner,RJ-45,"?13,435/month","Fixed Price?6,87,199",19-Sep,Honda,Jaipur
2017 Hyundai Grand i10 MAGNA 1.2 VTVT,MANUAL,"16,475 km",Petrol,2nd Owner,GJ-06,"?10,021/month","?5,20,199?5,12,599",17-Jun,Renault,Ahmedabad
2016 Honda Brio 1.2 S MT I VTEC,MANUAL,"19,706 km",Petrol,2nd Owner,MH-05,"?7,198/month","?3,96,999?3,68,199",16-Feb,Honda,Mumbai
2015 Mahindra Scorpio S10,MANUAL,"54,015 km",Diesel,2nd Owner,WB-26,"?15,883/month","?9,05,299?8,45,799",,Mahindra,Kolkata
2019 Tata NEXON XZA+ 1.5 Dual Tone,AUTOMATIC,"39,721 km",Diesel,1st Owner,TS-15-x-xxxx,"?18,174/month","Fixed Price?9,67,799",19-Apr,Tata,Hyderabad
2019 Maruti Celerio VXI CNG,MANUAL,"50,700 km",Petrol + CNG,2nd Owner,MH-12,"?9,398/month","?5,51,099?4,80,699",19-Jul,CNG,Mumbai
2018 Maruti Swift VXI ABS,MANUAL,"28,593 km",Petrol,1st Owner,KL-46,"?12,545/month","Fixed Price?6,41,699",18-Apr,Toyota,Kochi
2017 Volkswagen Ameo HIGHLINE 1.5,MANUAL,"28,640 km",Diesel,1st Owner,KL-02,"?10,665/month","?5,63,199?5,45,499",17-Feb,Volkswagen,Kochi
2021 Nissan MAGNITE XL Turbo CVT,,"16,276 km",Petrol,1st Owner,MH-05,"?15,802/month","?9,21,999?8,41,499",21-Feb,,Pune
2016 Volkswagen Ameo COMFORTLINE 1.2,MANUAL,"67,184 km",Petrol,2nd Owner,KA-01-x-xxxx,"?10,596/month","?5,46,999?5,41,999",16-Aug,Volkswagen,Bangalore
2018 Tata NEXON XZ+ 1.5 Dual Tone,MANUAL,"32,961 km",Diesel,1st Owner,KA-01-x-xxxx,"?19,365/month","Fixed Price?10,31,199",18-Feb,Tata,Bangalore
2021 Maruti S Cross ALPHA 1.5 SMART HYBRID,MANUAL,"11,645 km",Petrol,1st Owner,TS-12-x-xxxx,"?21,827/month","Fixed Price?11,62,299",21-Jan,Mahindra,Hyderabad
2019 Honda Amaze 1.2 V CVT I VTEC,AUTOMATIC,"22,139 km",Petrol,2nd Owner,DL-4C,"?12,350/month","?6,46,999?6,31,699",19-Sep,,Indore
2014 Maruti Wagon R 1.0 LXI CNG,MANUAL,"47,759 km",Petrol + CNG,1st Owner,DL-8C,"?6,704/month","Fixed Price?3,42,899",14-Jul,CNG,New Delhi
2021 Maruti Celerio VXI,MANUAL,"7,726 km",Petrol,1st Owner,WB-06,"?10,473/month","Fixed Price?5,35,699",21-Nov,Cars from 5 lakh - 10 lakh,Kolkata
2014 Nissan Micra XV CVT,AUTOMATIC,"60,588 km",Petrol,1st Owner,AP-16-x-xxxx,"?8,721/month","Fixed Price?4,46,099",14-Jul,Cars from 2 lakh - 5 lakh,Hyderabad
2021 Tata ALTROZ XM+ 1.2 RTN,,"7,904 km",Petrol,1st Owner,HR-11,"?14,080/month","Fixed Price?7,20,176",21-Sep,Petrol,New Delhi
2021 Toyota Glanza V MT PETROL,,"85,945 km",Petrol,1st Owner,TN-04-x-xxxx,"?17,894/month","Fixed Price?9,52,899",21-Apr,Toyota,Chennai
2016 Maruti Alto 800 LXI,MANUAL,"1,01,510 km",Petrol,1st Owner,KL-04,"?4,358/month","?2,42,899?2,22,899",16-Jun,,Kochi
2021 Renault Kwid RXL,MANUAL,"3,863 km",Petrol,1st Owner,WB-06,"?8,324/month","?4,67,199?4,25,799",21-Apr,,Kolkata
2017 Tata Tiago XT 1.2 REVOTRON,MANUAL,"87,923 km",Petrol,1st Owner,RJ-48,"?7,656/month","Fixed Price?3,91,599",17-Jul,,Jaipur
2014 Maruti Swift VXI,MANUAL,"57,155 km",Petrol,1st Owner,GJ-01,"?8,733/month","?4,60,999?4,46,699",14-Sep,Cars from 2 lakh - 5 lakh,Ahmedabad
2019 Hyundai Creta 1.6 SX (O) VTVT,MANUAL,"48,064 km",Petrol,2nd Owner,WB-50,"?20,816/month","Fixed Price?11,08,499",19-Apr,Cars above 10 lakh,Kolkata
2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,"71,854 km",Diesel,1st Owner,DL-8C,"?14,807/month","?7,90,099?7,57,399",18-Apr,Ford,New Delhi
2018 Tata NEXON XZ+ 1.2,MANUAL,"62,480 km",Petrol,2nd Owner,UP-32-x-xxxx,"?12,991/month","Fixed Price?6,64,499",18-Jun,Tata,Lucknow
2022 Maruti Celerio ZXI+,MANUAL,"8,855 km",Petrol,1st Owner,RJ-45,"?13,935/month","?7,28,799?7,12,799",22-Mar,CNG,Jaipur
2019 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,AUTOMATIC,"13,445 km",Petrol,1st Owner,GJ-18,"?30,608/month","?17,67,299?16,29,899",19-Nov,Cars above 10 lakh,Ahmedabad
2018 Renault Duster RXL PETROL 104,MANUAL,"41,076 km",Petrol,1st Owner,TS-13-x-xxxx,"?12,710/month","?7,20,099?6,50,099",18-Apr,Cars from 5 lakh - 10 lakh,Hyderabad
2017 Renault Kwid RXT 1.0 EASY-R  AT,AUTOMATIC,"15,179 km",Petrol,1st Owner,MH-12,"?7,656/month","Fixed Price?3,91,599",17-Feb,Renault,Pune
2017 Toyota Etios Liva VX DUAL TONE,MANUAL,"33,893 km",Petrol,3rd Owner,KA-53-x-xxxx,"?11,529/month","?5,94,699?5,89,699",17-Jul,Toyota,Bangalore
2011 Hyundai Verna FLUIDIC 1.6 SX CRDI,MANUAL,"84,241 km",Diesel,2nd Owner,TN-22-x-xxxx,"?8,725/month","Fixed Price?4,46,299",11-Nov,,Chennai
2021 Toyota URBAN CRUISER Premium AT,,"7,052 km",Petrol,1st Owner,TN-09-x-xxxx,"?23,782/month","Fixed Price?12,66,399",21-Mar,Cars above 10 lakh,Chennai
2019 Maruti Baleno ALPHA 1.2 K12,MANUAL,"40,317 km",Petrol,1st Owner,RJ-02,"?14,473/month","?7,62,499?7,40,299",19-Feb,Tata,Jaipur
2017 Renault Kwid RXT,MANUAL,"17,729 km",Petrol,1st Owner,RJ-41,"?6,336/month","?3,30,199?3,24,099",17-Sep,Renault,Jaipur
2020 Renault Kwid RXT,MANUAL,"13,648 km",Petrol,1st Owner,WB-06,"?8,469/month","?4,65,399?4,33,199",20-Dec,Renault,Kolkata
2017 Mahindra XUV500 W10 AT,AUTOMATIC,"98,655 km",Diesel,1st Owner,KA-51-x-xxxx,"?24,950/month","?14,67,899?13,28,599",17-May,Mahindra,Bangalore
2016 Maruti Celerio VXI CNG,MANUAL,"75,183 km",Petrol + CNG,1st Owner,MH-05,"?8,997/month","?4,80,099?4,60,199",16-Aug,CNG,Mumbai
2019 Mahindra XUV 3OO W8(O),MANUAL,"84,472 km",Diesel,1st Owner,DL-8C,"?16,338/month","Fixed Price?8,69,999",19-May,Mahindra,New Delhi
2016 Hyundai Creta 1.6 SX PLUS VTVT,MANUAL,"40,121 km",Petrol,2nd Owner,MH-47,"?16,383/month","?8,86,299?8,72,399",16-Aug,Hyundai,Mumbai
2017 Honda Jazz 1.2 V AT,AUTOMATIC,"34,337 km",Petrol,1st Owner,UP-32-x-xxxx,"?10,778/month","Fixed Price?5,51,299",,Honda,Lucknow
2012 Hyundai i10 SPORTZ 1.2 AT KAPPA2,AUTOMATIC,"68,072 km",Petrol,2nd Owner,AP-29-x-xxxx,"?7,263/month","?3,87,399?3,71,499",12-Sep,,Hyderabad
2013 Honda Brio 1.2 S MT I VTEC,MANUAL,"74,046 km",Petrol,2nd Owner,AP-09-x-xxxx,"?7,431/month","Fixed Price?3,80,099",13-Jun,Honda,Hyderabad
2011 Toyota Corolla Altis D 4D G,MANUAL,"1,59,751 km",Diesel,1st Owner,UP-32-x-xxxx,"?6,450/month","Fixed Price?3,29,899",,Toyota,Lucknow
2016 Honda Brio 1.2 S MT I VTEC,MANUAL,"67,010 km",Petrol,1st Owner,RJ-14,"?7,201/month","?3,77,399?3,68,349",16-Jan,Cars from 2 lakh - 5 lakh,Jaipur
2019 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,"34,293 km",Diesel,1st Owner,KA-01-x-xxxx,"?18,559/month","?10,28,599?9,88,299",19-Jan,Ford,Bangalore
2016 Renault Duster RXL AMT 110 PS,AUTOMATIC,"88,082 km",Diesel,1st Owner,TN-09-x-xxxx,"?15,515/month","Fixed Price?8,26,199",16-Nov,Renault,Chennai
2019 Maruti Dzire VXI,MANUAL,"46,745 km",Petrol + CNG,1st Owner,UP-32-x-xxxx,"?12,749/month","?6,65,999?6,52,099",19-Jun,CNG,Lucknow
2020 Honda Amaze VX AT I DTEC,AUTOMATIC,"70,062 km",Diesel,1st Owner,MH-12,"?18,255/month","?10,39,799?9,72,099",20-Oct,Honda,Pune
2015 Honda Jazz 1.2 V MT,MANUAL,"55,247 km",Petrol,1st Owner,KL-04,"?9,734/month","Fixed Price?4,97,899",,Honda,Kochi
2017 Maruti Dzire VDI,MANUAL,"48,905 km",Diesel,2nd Owner,TN-09-x-xxxx,"?13,151/month","Fixed Price?6,72,699",17-Sep,Diesel,Chennai
2013 Maruti Swift Dzire VXI 1.2 BS IV,MANUAL,"1,05,554 km",Petrol,1st Owner,WB-02,"?5,644/month","?3,43,699?2,88,699",,,Kolkata
2021 Maruti Swift VXI,MANUAL,"3,535 km",Petrol,1st Owner,KA-03-x-xxxx,"?14,283/month","?7,50,699?7,30,599",21-Nov,,Bangalore
2018 Mahindra XUV500 W10 FWD,MANUAL,"92,107 km",Diesel,2nd Owner,TS-16-x-xxxx,"?22,567/month","Fixed Price?12,01,699",18-Jan,Mahindra,Hyderabad
2017 Volkswagen Ameo HIGHLINE 1.5L AT (D),AUTOMATIC,"45,831 km",Diesel,2nd Owner,KA-05-x-xxxx,"?14,457/month","Fixed Price?7,39,499",17-Feb,Volkswagen,Bangalore
2022 Maruti Celerio VXI CNG,MANUAL,"20,858 km",Petrol + CNG,1st Owner,RJ-45,"?14,739/month","?7,65,599?7,53,899",22-Jan,CNG,Jaipur
2008 Honda City ZX GXI,MANUAL,"21,257 km",Petrol,2nd Owner,WB-26,"?3,454/month","?1,83,699?1,76,699",,Cars under 2 lakh,Kolkata
2019 Honda City V MT PETROL,MANUAL,"20,355 km",Petrol,1st Owner,WB-02,"?16,464/month","?8,97,399?8,76,699",19-Jul,Honda,Kolkata
2018 Toyota YARIS G CVT,AUTOMATIC,"33,620 km",Petrol,2nd Owner,KA-03-x-xxxx,"?17,431/month","?9,34,799?9,28,199",18-Jun,Toyota,Bangalore
2020 Mahindra XUV 3OO 1.2 W6 MT,,"30,557 km",Petrol,1st Owner,DL-10,"?17,393/month","?9,31,199?9,26,199",20-Feb,Mahindra,New Delhi
2018 Renault Kwid RXT 1.0 EASY-R AT OPTION,AUTOMATIC,"45,167 km",Petrol,1st Owner,MH-12,"?8,780/month","?4,62,499?4,49,099",18-Apr,Renault,Pune
2019 Maruti Swift VXI AMT,AUTOMATIC,"8,867 km",Petrol,1st Owner,MH-14,"?14,383/month","?7,48,899?7,35,699",19-Feb,Maruti,Pune
2017 Honda City V MT PETROL,MANUAL,"18,613 km",Petrol,1st Owner,DL-3C,"?17,049/month","Fixed Price?9,07,899",17-Feb,Honda,New Delhi
2019 Renault Kwid CLIMBER 1.0 AT,AUTOMATIC,"30,142 km",Petrol,1st Owner,KL-07,"?8,088/month","Fixed Price?4,13,699",19-Jun,Renault,Kochi
2020 Maruti Swift VXI,MANUAL,"57,330 km",Petrol,1st Owner,UP-53-x-xxxx,"?11,167/month","?5,86,499?5,71,199",20-Mar,,Lucknow
2017 Honda Jazz 1.2 V AT,AUTOMATIC,"20,697 km",Petrol,1st Owner,GJ-01,"?12,362/month","Fixed Price?6,32,299",17-Dec,Honda,Ahmedabad
2019 Mahindra XUV 3OO W8(O),MANUAL,"96,730 km",Diesel,1st Owner,AP-39-x-xxxx,"?17,247/month","?10,58,549?9,18,399",19-Apr,Mahindra,Hyderabad
2014 Hyundai i20 MAGNA O 1.4 CRDI,MANUAL,"93,435 km",Diesel,2nd Owner,MP-09,"?8,088/month","Fixed Price?4,13,699",14-Nov,Diesel,Indore
2019 Maruti Celerio ZXI,MANUAL,"49,333 km",Petrol + CNG,1st Owner,MH-05,"?9,863/month","Fixed Price?5,04,499",19-Mar,CNG,Mumbai
2014 Hyundai i20 SPORTZ 1.2 VTVT,MANUAL,"55,937 km",Petrol,1st Owner,DL-12,"?8,747/month","Fixed Price?4,47,399",14-Apr,Cars from 2 lakh - 5 lakh,New Delhi
2022 Honda City ZX CVT,AUTOMATIC,337 km,Petrol,1st Owner,KA-01-x-xxxx,"?33,160/month","?18,22,699?17,65,799",22-Jul,Cars above 10 lakh,Bangalore
2013 Honda Brio 1.2 S MT I VTEC,MANUAL,"72,124 km",Petrol,1st Owner,AP-10-x-xxxx,"?7,705/month","Fixed Price?3,94,099",13-Nov,Honda,Hyderabad
2019 KIA SELTOS HTK PLUS AT 1.5 DIESEL,AUTOMATIC,"40,029 km",Diesel,1st Owner,TS-08-x-xxxx,"?25,156/month","?13,75,499?13,39,599",19-Dec,Diesel,Hyderabad
2016 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,"99,705 km",Petrol,1st Owner,RJ-14,"?10,268/month","Fixed Price?5,25,199",16-Mar,Volkswagen,Jaipur
2021 Tata Tiago XT 1.2 REVOTRON,MANUAL,"42,713 km",Petrol,2nd Owner,TS-04-x-xxxx,"?11,990/month","Fixed Price?6,13,299",21-Jun,Tata,Hyderabad
2015 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,"97,822 km",Petrol,2nd Owner,RJ-14,"?10,117/month","Fixed Price?5,17,499",,Ford,Jaipur
2013 Honda Amaze 1.2 SMT I VTEC,MANUAL,"64,754 km",Petrol,2nd Owner,TN-11-x-xxxx,"?7,857/month","Fixed Price?4,01,899",13-Sep,Honda,Chennai
2022 Tata TIGOR XZ CNG 1.2 RTN,,"4,725 km",Petrol + CNG,1st Owner,UP-32-x-xxxx,"?14,872/month","?8,00,799?7,60,699",22-Mar,CNG,Lucknow
2021 Skoda KUSHAQ STYLE 1.0TSI AT,,"14,758 km",Petrol,1st Owner,GJ-27,"?28,503/month","?16,41,899?15,17,799",21-Jul,Cars above 10 lakh,Ahmedabad
2019 Maruti Celerio ZXI,MANUAL,"16,461 km",Petrol,2nd Owner,RJ-45,"?9,800/month","Fixed Price?5,01,299",19-Jun,Cars from 5 lakh - 10 lakh,Jaipur
2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"23,249 km",Petrol,1st Owner,GJ-03,"?29,199/month","?15,64,499?15,54,899",20-Mar,MG,Ahmedabad
2018 Maruti Celerio VXI CNG,MANUAL,"71,933 km",Petrol + CNG,1st Owner,MH-12,"?10,387/month","Fixed Price?5,31,299",18-Jul,CNG,Pune
2017 Hyundai Elite i20 SPORTZ 1.2,MANUAL,"37,323 km",Petrol,1st Owner,DL-8C,"?11,691/month","?6,02,999?5,97,999",17-Aug,Volkswagen,New Delhi
2021 Tata NEXON XZ+ SUNROOF 1.2 RTN,MANUAL,"16,034 km",Petrol,1st Owner,MH-02,"?21,761/month","Fixed Price?11,58,799",21-Apr,Tata,Mumbai
2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,"40,854 km",Petrol,1st Owner,RJ-45,"?12,569/month","?6,59,099?6,42,899",19-Jun,Volkswagen,Jaipur
2021 Volkswagen Vento COMFORTLINE 1.0 TSI MT,MANUAL,"13,265 km",Petrol,1st Owner,DL-7C,"?15,838/month","?9,65,599?8,43,399",21-Aug,Volkswagen,New Delhi
2016 Mahindra Kuv100 K8 D 5 STR,MANUAL,"63,927 km",Diesel,1st Owner,MH-12,"?10,051/month","Fixed Price?5,14,099",16-Mar,Diesel,Pune
2021 Mahindra Thar LX D 4*4 MT HT,MANUAL,"42,608 km",Diesel,1st Owner,HR-36,"?30,238/month","Fixed Price?16,10,199",21-Jun,Diesel,New Delhi
2018 Maruti Celerio VXI (O) AMT,AUTOMATIC,"89,184 km",Petrol,2nd Owner,TS-13-x-xxxx,"?8,987/month","Fixed Price?4,59,699",18-Jun,Maruti,Hyderabad
2020 Tata ALTROZ XZ 1.2,MANUAL,"28,777 km",Petrol,1st Owner,RJ-45,"?14,113/month","?7,28,899?7,21,899",20-Feb,Tata,Jaipur
2020 Tata ALTROZ XZ 1.2,MANUAL,"7,754 km",Petrol,1st Owner,WB-06,"?14,023/month","Fixed Price?7,17,299",20-Aug,Tata,Kolkata
2019 MG HECTOR SHARP 2.0 DIESEL,MANUAL,"55,693 km",Diesel,2nd Owner,GJ-03,"?28,076/month","?16,39,899?14,95,099",19-Oct,MG,Ahmedabad
2018 Ford Ecosport TREND + 1.5 TI VCT AT,AUTOMATIC,"5,376 km",Petrol,1st Owner,MH-02,"?15,063/month","Fixed Price?8,02,099",18-May,Ford,Mumbai
2021 Tata Harrier XZ +,MANUAL,"32,514 km",Diesel,1st Owner,MP-04,"?33,665/month","?18,89,799?17,92,699",21-Aug,Diesel,Indore
2015 Honda City V MT PETROL,MANUAL,"59,024 km",Petrol,2nd Owner,DL-10,"?11,759/month","Fixed Price?6,01,499",15-Jan,Honda,New Delhi
2020 Honda City V CVT,AUTOMATIC,"62,834 km",Petrol,1st Owner,GJ-01,"?19,633/month","?11,32,199?10,45,499",20-Oct,Honda,Ahmedabad
2019 Renault Kwid 1.0 RXT Opt,MANUAL,"8,297 km",Petrol,1st Owner,DL-10,"?9,044/month","Fixed Price?4,62,599",19-Dec,Renault,New Delhi
2021 Tata TIGOR Revotron XE,MANUAL,"6,114 km",Petrol,1st Owner,MH-46,"?12,057/month","?6,69,199?6,16,699",21-Nov,Tata,Mumbai
2012 Hyundai i20 ASTA 1.2,MANUAL,"53,635 km",Petrol,1st Owner,MH-12,"?9,277/month","Fixed Price?4,74,499",12-Dec,,Pune
2012 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,"62,745 km",Petrol,1st Owner,TN-05-x-xxxx,"?6,440/month","Fixed Price?3,29,399",12-Aug,Cars from 2 lakh - 5 lakh,Chennai
2021 Maruti New  Wagon-R ZXI 1.2L AGS,AUTOMATIC,"3,201 km",Petrol,1st Owner,MH-48,"?13,879/month","?7,39,399?7,09,899",21-Jul,Cars from 5 lakh - 10 lakh,Mumbai
2019 KIA SELTOS GTX + AT PETROL,AUTOMATIC,"15,887 km",Petrol,1st Owner,TN-11-x-xxxx,"?31,310/month","?18,63,499?16,67,299",19-Dec,KIA,Chennai
2019 Honda Jazz 1.2 VX AT,AUTOMATIC,"6,724 km",Petrol,1st Owner,KA-51-x-xxxx,"?18,078/month","Fixed Price?9,62,699",19-Sep,Honda,Bangalore
2019 Hyundai NEW SANTRO 1.1 SPORTS AMT,AUTOMATIC,"17,094 km",Petrol,1st Owner,GJ-01,"?10,819/month","Fixed Price?5,53,399",19-Jan,Cars from 5 lakh - 10 lakh,Ahmedabad
2018 Ford Ecosport TITANIUM PLUS 1.5 TI VCT MT,MANUAL,"25,345 km",Petrol,1st Owner,WB-08,"?14,968/month","Fixed Price?7,65,599",18-Sep,Ford,Kolkata
2015 Maruti Celerio VXI,MANUAL,"24,063 km",Petrol,1st Owner,WB-02,"?7,318/month","?4,01,899?3,74,299",15-Nov,Maruti,Kolkata
2015 Renault Duster 85 PS RXE DIESEL ADVENTURE,MANUAL,"55,669 km",Diesel,1st Owner,DL-1C,"?8,412/month","Fixed Price?4,30,299",15-Jan,Renault,New Delhi
2021 Maruti Swift ZXI + AMT,AUTOMATIC,"15,773 km",Petrol,2nd Owner,KA-03-x-xxxx,"?16,894/month","?9,45,499?8,99,599",21-Mar,,Bangalore
2021 Tata PUNCH CREATIVE  MT,,"19,036 km",Petrol,1st Owner,MH-12,"?15,262/month","?8,77,799?8,12,699",21-Nov,Tata,Pune
2016 Maruti Baleno DELTA 1.2 K12,MANUAL,"84,157 km",Petrol,2nd Owner,RJ-14,"?10,191/month","?5,27,299?5,21,299",16-Oct,Cars from 5 lakh - 10 lakh,Jaipur
2015 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,"50,037 km",Petrol,2nd Owner,KA-03-x-xxxx,"?13,990/month","Fixed Price?7,15,599",15-Jul,Ford,Bangalore
2022 KIA SONET GTX PLUS 1.5D AT DUAL TONE,,"3,704 km",Diesel,1st Owner,KA-05-x-xxxx,"?31,111/month","Fixed Price?16,56,699",22-Jan,,Bangalore
2020 Hyundai NEW I20 ASTA (O) 1.2 MT,,"19,531 km",Petrol,1st Owner,DL-11,"?17,179/month","?9,58,899?9,14,799",20-Nov,Hyundai,New Delhi
2021 Hyundai NEW SANTRO SPORTZ EXECUTIVE CNG,MANUAL,"18,700 km",Petrol + CNG,1st Owner,DL-4C,"?12,258/month","Fixed Price?6,26,999",21-Mar,CNG,New Delhi
2018 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,"7,659 km",Petrol,1st Owner,WB-20,"?14,172/month","?7,83,099?7,24,899",18-Mar,Ford,Kolkata
2019 Maruti Swift VXI,MANUAL,"21,388 km",Petrol,1st Owner,WB-12,"?11,036/month","?6,06,999?5,64,499",19-Jul,Petrol,Kolkata
2019 Maruti Alto VXI,MANUAL,"17,767 km",Petrol,1st Owner,TS-08-x-xxxx,"?7,451/month","?4,13,999?3,81,099",19-Jun,CNG,Hyderabad
2018 Mahindra KUV 100 NXT K2 D 6S,MANUAL,"65,179 km",Diesel,1st Owner,DL-10,"?8,831/month","Fixed Price?4,51,699",18-Sep,Diesel,New Delhi
2020 KIA SONET GTX + 1.0 IMT,,"10,806 km",Petrol,1st Owner,KA-04-x-xxxx,"?23,111/month","?13,64,499?12,30,699",20-Nov,KIA,Bangalore
