Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Sales,Year,Types,City
2021 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,"29,011 km",Petrol + CNG,1st Owner,MH-47,"?13,435/month","Fixed Price?6,87,199",21-Jul,CNG,Mumbai
2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,"28,381 km",Petrol,1st Owner,TN-22-x-xxxx,"?13,163/month","Fixed Price?6,73,299",19-Aug,Honda,Chennai
2019 Tata Hexa Varicor 400 XT,MANUAL,"46,671 km",Diesel,1st Owner,TN-18-x-xxxx,"?29,423/month","?17,05,799?15,66,799",,KIA,Chennai
2019 Tata Tiago XE 1.2 REVOTRON,MANUAL,"7,114 km",Petrol,1st Owner,KL-07,"?8,547/month","Fixed Price?4,37,199",19-Jun,Cars from 2 lakh - 5 lakh,Kochi
2017 Volkswagen Polo HIGHLINE1.2L PETROL,MANUAL,"52,422 km",Petrol,2nd Owner,RJ-14,"?10,833/month","Fixed Price?5,54,099",17-Sep,,Jaipur
2018 Ford Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),MANUAL,"24,527 km",Petrol,2nd Owner,KA-51-x-xxxx,"?21,288/month","Fixed Price?11,33,599",18-May,Ford,Bangalore
2020 Toyota Glanza G MT PETROL,MANUAL,"6,475 km",Petrol,1st Owner,UP-32-x-xxxx,"?14,708/month","Fixed Price?7,52,299",20-Nov,Toyota,Lucknow
2021 Toyota YARIS J MT,MANUAL,"8,461 km",Petrol,1st Owner,DL-10,"?20,358/month","?11,75,699?10,84,099",21-Mar,Toyota,New Delhi
2012 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,"1,22,719 km",Petrol,2nd Owner,KL-56,"?4,422/month","?2,74,899?2,26,199",,Cars under 2 lakh,Kochi
2018 Mahindra Scorpio S11,MANUAL,"55,798 km",Diesel,2nd Owner,RJ-25,"?29,765/month","Fixed Price?15,84,999",18-Nov,Diesel,Jaipur
2015 Maruti S Cross ZETA 1.3,MANUAL,"58,070 km",Diesel,1st Owner,MH-43,"?13,130/month","Fixed Price?6,71,599",15-Oct,Diesel,Mumbai
2018 Toyota YARIS G MT,MANUAL,"50,678 km",Petrol,2nd Owner,TN-01-x-xxxx,"?15,607/month","?8,46,999?7,98,299",18-May,Toyota,Chennai
2021 Toyota Glanza V CVT,AUTOMATIC,"40,730 km",Petrol,1st Owner,MH-14,"?17,280/month","?10,11,299?9,20,199",21-Feb,Toyota,Pune
2019 Toyota Glanza V CVT,AUTOMATIC,"68,572 km",Petrol,1st Owner,MH-12,"?15,095/month","?8,35,699?8,03,799",19-Aug,Toyota,Pune
2009 Maruti A Star VXI,MANUAL,"47,542 km",Petrol,1st Owner,DL-9C,"?3,722/month","?1,96,299?1,90,399",9-Oct,Cars under 2 lakh,New Delhi
2020 Honda Amaze 1.2 SMT I VTEC,MANUAL,"12,910 km",Petrol,2nd Owner,MH-12,"?13,439/month","Fixed Price?6,87,399",20-Nov,Honda,Pune
2018 Renault Kwid 1.0 RXT Opt AT,AUTOMATIC,"43,476 km",Petrol,1st Owner,TS-16-x-xxxx,"?8,031/month","Fixed Price?4,10,799",18-Aug,Renault,Hyderabad
2016 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,"55,817 km",Petrol,2nd Owner,KA-03-x-xxxx,"?14,260/month","?7,46,799?7,29,399",16-Jul,Ford,Bangalore
2019 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"55,286 km",Diesel,1st Owner,UP-32-x-xxxx,"?15,602/month","?8,58,499?8,30,799",19-Aug,Ford,Lucknow
2016 Ford Ecosport 1.5AMBIENTE TI VCT,MANUAL,"9,147 km",Petrol,1st Owner,DL-8C,"?11,671/month","Fixed Price?5,96,999",16-Oct,Ford,New Delhi
2010 Honda Jazz 1.2 BASE I VTEC,MANUAL,"86,713 km",Petrol,2nd Owner,KA-04-x-xxxx,"?6,487/month","Fixed Price?3,31,799",10-Nov,Honda,Bangalore
2019 Volkswagen Polo COMFORTLINE 1.0 PETROL,MANUAL,"32,927 km",Petrol,1st Owner,MH-12,"?13,779/month","Fixed Price?7,04,799",19-Nov,Volkswagen,Pune
2020 KIA SELTOS 1.5 GTX+ AT,AUTOMATIC,"58,241 km",Diesel,1st Owner,TN-09-x-xxxx,"?30,510/month","?18,88,599?16,24,699",20-Mar,KIA,Chennai
2021 Hyundai NEW I20 SPORTZ 1.2 MT,,"2,881 km",Petrol,1st Owner,WB-14,"?15,206/month","?8,05,299?7,77,799",21-Oct,Cars from 5 lakh - 10 lakh,Kolkata
2019 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"45,037 km",Petrol,1st Owner,HR-51,"?28,771/month","?17,22,599?15,32,099",19-Dec,MG,New Delhi
2020 Maruti S Cross ALPHA 1.5 SMART HYBRID,MANUAL,"11,062 km",Petrol,1st Owner,RJ-02,"?22,375/month","Fixed Price?11,91,499",20-Aug,Cars above 10 lakh,Jaipur
2021 Mahindra MARAZZO M2 7STR,,"36,089 km",Diesel,1st Owner,WB-02,"?20,400/month","?11,22,099?10,86,299",21-Sep,Mahindra,Kolkata
2021 Maruti Vitara Brezza ZXI,MANUAL,"32,452 km",Petrol,1st Owner,AP-39-x-xxxx,"?19,299/month","?10,58,699?10,27,699",21-Mar,Cars above 10 lakh,Hyderabad
2020 Maruti Swift LXI,MANUAL,"12,355 km",Petrol,1st Owner,TN-18-x-xxxx,"?11,847/month","Fixed Price?6,05,999",20-Mar,,Chennai
2017 Maruti Celerio ZXI,MANUAL,"78,507 km",Petrol,2nd Owner,TS-08-x-xxxx,"?8,401/month","?4,39,399?4,29,699",17-Apr,,Hyderabad
2016 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"1,07,805 km",Diesel,1st Owner,RJ-32,"?11,341/month","Fixed Price?5,80,099",,Ford,Jaipur
2018 Renault Captur RXT Diesel Dual Tone,MANUAL,"56,810 km",Diesel,1st Owner,KL-03,"?14,851/month","?7,95,599?7,59,619",,Renault,Kochi
2012 Maruti Alto LXI,MANUAL,"32,892 km",Petrol,1st Owner,WB-02,"?3,107/month","?1,73,899?1,58,899",,Cars under 2 lakh,Kolkata
2017 Tata Tiago XT 1.2 REVOTRON,MANUAL,"65,546 km",Petrol,1st Owner,WB-02,"?6,936/month","Fixed Price?3,54,799",17-Mar,Cars from 2 lakh - 5 lakh,Kolkata
2021 Mahindra XUV 3OO 1.2 W6 MT,,"9,761 km",Petrol,1st Owner,GJ-01,"?18,120/month","?10,32,899?9,64,899",21-Feb,Mahindra,Ahmedabad
2022 Maruti Celerio ZXI,MANUAL,"7,867 km",Petrol,1st Owner,RJ-45,"?12,823/month","?6,70,999?6,55,899",22-May,Cars from 5 lakh - 10 lakh,Jaipur
2017 Jeep Compass 2.0 SPORT,MANUAL,"44,657 km",Diesel,2nd Owner,GJ-20,"?21,342/month","?11,49,199?11,36,499",17-Aug,Mahindra,Ahmedabad
2021 Maruti Swift LXI,MANUAL,"17,650 km",Petrol,1st Owner,MP-04,"?11,988/month","?6,21,999?6,13,199",21-Feb,,Indore
2016 Maruti Wagon R 1.0 VXI,MANUAL,"32,694 km",Petrol,2nd Owner,WB-02,"?7,486/month","?4,15,099?3,82,899",16-Nov,Tata,Kolkata
2015 Honda City V MT PETROL,MANUAL,"42,350 km",Petrol,2nd Owner,TS-07-x-xxxx,"?13,718/month","Fixed Price?7,01,699",15-Jul,Honda,Hyderabad
2020 Hyundai VENUE 1.0 Turbo GDI DCT SX+DT,AUTOMATIC,"16,768 km",Petrol,1st Owner,MH-12,"?23,782/month","?12,86,199?12,66,399",20-Mar,Mahindra,Pune
2019 KIA SELTOS GTX 1.4 GDI PETROL,MANUAL,"18,541 km",Petrol,1st Owner,KA-01-x-xxxx,"?29,919/month","?16,49,399?15,93,199",19-Dec,KIA,Bangalore
2021 Mahindra XUV 3OO 1.2 W8 OPT,,"2,598 km",Petrol,1st Owner,MH-14,"?24,152/month","Fixed Price?12,86,099",21-Jul,Cars above 10 lakh,Pune
2016 Honda City V MT PETROL,MANUAL,"72,586 km",Petrol,1st Owner,GJ-01,"?12,833/month","?6,94,899?6,56,399",16-Apr,Honda,Ahmedabad
2019 Hyundai NEW SANTRO SPORTZ 1.1,MANUAL,"45,090 km",Petrol + CNG,1st Owner,RJ-45,"?9,374/month","?4,84,499?4,79,499",19-Apr,CNG,Jaipur
2015 Maruti Swift VXI,MANUAL,"43,828 km",Petrol,1st Owner,RJ-14,"?8,387/month","Fixed Price?4,28,999",15-Mar,,Ahmedabad
2012 Maruti Swift VDI,MANUAL,"78,175 km",Diesel,1st Owner,KA-01-x-xxxx,"?8,932/month","?4,89,199?4,56,899",12-Apr,CNG,Bangalore
2020 Renault Kwid 1.0 RXT Opt,MANUAL,"11,999 km",Petrol,1st Owner,WB-12,"?8,074/month","?4,27,899?4,12,999",20-Mar,Renault,Kolkata
2009 Hyundai Santro Xing GL,MANUAL,"32,221 km",Petrol,2nd Owner,WB-16,"?3,060/month","?1,61,499?1,56,499",,Cars under 2 lakh,Kolkata
2022 Tata NEXON XZ+ 1.5,MANUAL,"9,946 km",Diesel,1st Owner,HR-26,"?23,141/month","?12,39,799?12,32,299",22-Jan,Diesel,New Delhi
2017 Nissan Micra Active XV S,MANUAL,"69,962 km",Petrol,1st Owner,TS-07-x-xxxx,"?8,614/month","Fixed Price?4,40,599",17-Apr,Nissan,Hyderabad
2020 Maruti S Cross ALPHA 1.5 SMART HYBRID,MANUAL,"40,136 km",Petrol,1st Owner,RJ-13,"?22,375/month","Fixed Price?11,91,499",20-Sep,Cars above 10 lakh,Jaipur
2019 Hyundai NEW SANTRO 1.1 MAGNA MT,MANUAL,"37,643 km",Petrol,1st Owner,RJ-19,"?9,110/month","?4,81,899?4,65,999",19-Jun,Hyundai,Jaipur
2021 Tata ALTROZ XT 1.2,,"5,833 km",Petrol,1st Owner,TN-12-x-xxxx,"?15,427/month","?8,39,699?8,21,499",21-Nov,Tata,Chennai
2019 Honda Amaze 1.2 V MT I-VTEC,MANUAL,"14,394 km",Petrol,2nd Owner,HR-26,"?13,028/month","?6,92,899?6,66,399",19-May,Honda,New Delhi
2011 Maruti Swift VXI,MANUAL,"52,822 km",Petrol,1st Owner,GJ-01,"?6,397/month","Fixed Price?3,27,199",11-Jul,,Ahmedabad
2019 Hyundai Creta 1.6 SX VTVT,MANUAL,"28,066 km",Petrol,1st Owner,DL-9C,"?22,824/month","?12,52,299?12,15,399",19-Jun,Cars above 10 lakh,New Delhi
2021 Maruti Alto LXI,MANUAL,"2,164 km",Petrol,1st Owner,UP-32-x-xxxx,"?8,027/month","?4,22,999?4,10,599",21-Feb,Cars from 2 lakh - 5 lakh,Lucknow
2021 Tata Harrier XT 2.0L Kryotec,MANUAL,"3,774 km",Diesel,1st Owner,TN-22-x-xxxx,"?34,151/month","?19,34,199?18,18,599",21-Jun,,Chennai
2018 Mahindra Scorpio S7 140 BHP 2WD,MANUAL,"28,548 km",Diesel,1st Owner,DL-10,"?21,186/month","?11,59,399?11,28,199",18-Apr,Mahindra,New Delhi
2018 Toyota Etios Liva V,MANUAL,"15,099 km",Petrol,1st Owner,KL-08,"?12,201/month","?6,54,099?6,24,099",,Toyota,Kochi
2017 Hyundai Eon ERA PLUS,MANUAL,"42,887 km",Petrol,1st Owner,MP-04,"?6,590/month","Fixed Price?3,37,099",17-Jun,Hyundai,Indore
2018 Volkswagen Polo Trendline 1.0 L Petrol,MANUAL,"35,625 km",Petrol,1st Owner,KA-01-x-xxxx,"?11,431/month","Fixed Price?5,84,699",18-Oct,Cars from 5 lakh - 10 lakh,Bangalore
2015 Volkswagen Polo HIGHLINE1.2L PETROL,MANUAL,"28,209 km",Petrol,1st Owner,MH-47,"?10,915/month","Fixed Price?5,58,299",15-Aug,,Pune
2019 Honda City SV MT PETROL,MANUAL,"13,434 km",Petrol,2nd Owner,WB-02,"?14,549/month","Fixed Price?7,44,199",19-Feb,Volkswagen,Kolkata
2020 Tata ALTROZ XZ 1.2,MANUAL,"34,503 km",Petrol,1st Owner,MH-04,"?15,220/month","?8,09,599?7,78,499",20-Oct,Tata,Mumbai
2017 Volkswagen Vento 1.2 TSI HIGHLINE PLUS AT,AUTOMATIC,"85,502 km",Petrol,1st Owner,GJ-01,"?14,942/month","Fixed Price?7,64,299",17-Nov,Volkswagen,Ahmedabad
2018 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,"48,029 km",Petrol,3rd Owner,RJ-45,"?15,083/month","?7,93,199?7,71,499",18-Apr,Ford,Jaipur
2014 Toyota Etios Liva D 4D GD,MANUAL,"1,66,907 km",Diesel,1st Owner,UP-14-x-xxxx,"?6,362/month","Fixed Price?3,25,399",,Toyota,Lucknow
2020 Mahindra Bolero B4,MANUAL,"72,346 km",Diesel,1st Owner,UP-32-x-xxxx,"?15,275/month","Fixed Price?8,13,399",20-Dec,Diesel,Lucknow
2021 Toyota Glanza G MT PETROL,MANUAL,"20,314 km",Petrol,1st Owner,MH-02,"?15,220/month","?8,17,599?8,10,499",21-Dec,Toyota,Mumbai
2018 Honda Jazz 1.2 V MT,MANUAL,"24,569 km",Petrol,1st Owner,GJ-06,"?11,800/month","?6,75,099?6,03,599",18-Dec,Honda,Ahmedabad
2015 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,"76,554 km",Petrol,1st Owner,MH-12,"?12,033/month","?6,26,899?6,15,499",15-Dec,Cars from 5 lakh - 10 lakh,Pune
2012 Hyundai Eon D LITE PLUS,MANUAL,"47,454 km",Petrol,1st Owner,MH-14,"?4,364/month","?2,28,199?2,23,199",12-Dec,,Pune
2013 Volkswagen Polo HIGHLINE1.2L DIESEL,MANUAL,"95,248 km",Diesel,2nd Owner,AP-28-x-xxxx,"?7,681/month","Fixed Price?3,92,899",13-May,Volkswagen,Hyderabad
2012 Honda Brio 1.2 V MT I VTEC,MANUAL,"80,014 km",Petrol,1st Owner,UP-32-x-xxxx,"?5,114/month","Fixed Price?2,61,599",12-Nov,Honda,Lucknow
2019 Maruti New  Wagon-R VXI 1.2L,MANUAL,"8,319 km",Petrol,1st Owner,MH-14,"?11,284/month","?5,88,799?5,77,199",19-Apr,Cars from 5 lakh - 10 lakh,Pune
2019 Maruti Dzire VXI,MANUAL,"58,714 km",Petrol,1st Owner,RJ-32,"?12,543/month","?6,78,399?6,41,599",19-Oct,Volkswagen,Jaipur
2022 Tata Tiago 1.2 XT (O),MANUAL,"18,290 km",Petrol,1st Owner,GJ-01,"?12,465/month","?6,58,899?6,37,599",22-Feb,Tata,Ahmedabad
2019 Tata Tiago XZ+ 1.2 Revotron,MANUAL,"18,177 km",Petrol,1st Owner,KA-04-x-xxxx,"?11,824/month","?6,62,899?6,04,799",19-Mar,Tata,Bangalore
2013 Maruti Alto 800 LXI,MANUAL,"23,743 km",Petrol,1st Owner,MH-43,"?4,710/month","Fixed Price?2,40,899",13-Jan,Maruti,Pune
2015 Maruti Celerio VXI CNG,MANUAL,"38,199 km",Petrol + CNG,1st Owner,MH-46,"?8,006/month","Fixed Price?4,09,499",15-Mar,CNG,Mumbai
2011 Volkswagen Beetle 2.0 AT,AUTOMATIC,"13,229 km",Petrol,2nd Owner,KA-02-x-xxxx,"?29,175/month","Fixed Price?15,53,599",11-Feb,,Bangalore
2016 Toyota Corolla Altis  VL AT,AUTOMATIC,"42,212 km",Petrol,1st Owner,MH-47,"?17,094/month","?10,25,299?9,10,299",,Toyota,Pune
2016 Tata Tiago XZ 1.2 REVOTRON,MANUAL,"30,187 km",Petrol,1st Owner,KA-51-x-xxxx,"?9,998/month","Fixed Price?5,11,399",16-Dec,Tata,Bangalore
2013 Hyundai i10 SPORTZ 1.2 KAPPA2,MANUAL,"72,059 km",Petrol,2nd Owner,WB-24,"?5,028/month","?2,66,399?2,57,199",13-Aug,,Kolkata
2018 Maruti Celerio ZXI,MANUAL,"64,535 km",Petrol,2nd Owner,RJ-51,"?9,550/month","Fixed Price?4,88,499",18-Jul,Cars from 2 lakh - 5 lakh,Jaipur
2020 Volkswagen Polo HIGHLINE PLUS 1.5L DIESEL,MANUAL,"61,310 km",Diesel,1st Owner,KL-65,"?15,027/month","Fixed Price?8,00,199",20-Jan,Volkswagen,Kochi
2017 Tata Tiago XT 1.2 REVOTRON,MANUAL,"26,182 km",Petrol,1st Owner,MP-04,"?8,424/month","Fixed Price?4,30,899",17-Sep,Tata,Indore
2020 Maruti New  Wagon-R ZXI 1.2,MANUAL,"11,212 km",Petrol,1st Owner,KA-05-x-xxxx,"?12,680/month","?6,58,399?6,48,599",20-Sep,Maruti,Bangalore
2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,MANUAL,"20,760 km",Petrol,1st Owner,GJ-01,"?10,035/month","Fixed Price?5,13,299",18-Dec,Cars from 5 lakh - 10 lakh,Ahmedabad
2016 Volkswagen Vento HIGHLINE PETROL,MANUAL,"89,382 km",Petrol,2nd Owner,TN-14-x-xxxx,"?12,493/month","Fixed Price?6,38,999",16-Jul,Volkswagen,Chennai
2016 Honda City V MT PETROL,MANUAL,"64,151 km",Petrol,1st Owner,UP-78-x-xxxx,"?11,890/month","?6,39,899?6,08,199",16-Oct,Petrol,Lucknow
2018 Maruti Wagon R 1.0 VXI,MANUAL,"7,639 km",Petrol,1st Owner,RJ-26,"?9,654/month","?5,20,999?4,93,799",18-May,Volkswagen,Jaipur
2018 Mahindra XUV500 W7 FWD,MANUAL,"42,600 km",Diesel,1st Owner,KA-03-x-xxxx,"?24,957/month","?15,22,399?13,28,999",18-Nov,Mahindra,Bangalore
2018 Maruti Eeco 5 STR WITH AC PLUSHTR,MANUAL,"30,672 km",Petrol,1st Owner,KL-16,"?7,572/month","?3,97,199?3,87,299",18-Jan,Maruti,Kochi
2021 Tata ALTROZ XZ + 1.2 RTN,,"14,078 km",Petrol,1st Owner,WB-06,"?15,400/month","?8,54,049?7,87,699",21-Jun,Tata,Kolkata
2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,"23,439 km",Petrol + CNG,1st Owner,MH-12,"?11,267/month","?5,91,399?5,76,299",18-Dec,CNG,Pune
2018 Tata Tiago XZ 1.2 REVOTRON,MANUAL,"21,562 km",Petrol,2nd Owner,TN-85-x-xxxx,"?10,637/month","Fixed Price?5,44,099",18-Jun,Tata,Chennai
2014 Honda City SV MT PETROL,MANUAL,"49,530 km",Petrol,1st Owner,MH-02,"?9,711/month","Fixed Price?4,96,699",14-Aug,Honda,Mumbai
2019 Renault TRIBER 1.0 RXZ,MANUAL,"22,149 km",Petrol,1st Owner,TN-13-x-xxxx,"?13,486/month","?7,08,699?6,89,799",19-Dec,Renault,Chennai
2012 Honda Brio 1.2 S MT I VTEC,MANUAL,"73,928 km",Petrol,2nd Owner,AP-28-x-xxxx,"?7,394/month","Fixed Price?3,78,199",12-Jul,Honda,Hyderabad
2015 Honda City V MT PETROL,MANUAL,"71,472 km",Petrol,2nd Owner,TS-07-x-xxxx,"?12,913/month","Fixed Price?6,60,499",15-Oct,Honda,Hyderabad
2021 Datsun Redi Go T (O),MANUAL,"29,164 km",Petrol,1st Owner,TS-08-x-xxxx,"?7,351/month","?3,80,999?3,75,999",21-May,Ford,Hyderabad
2015 Mahindra XUV500 W10 FWD,MANUAL,"44,257 km",Diesel,1st Owner,WB-02,"?16,000/month","Fixed Price?8,51,999",15-Dec,Mahindra,Kolkata
2019 Honda Jazz 1.2 VX AT,AUTOMATIC,"8,594 km",Petrol,2nd Owner,HR-26,"?15,923/month","?8,74,199?8,47,899",19-Oct,Toyota,New Delhi
2019 Honda Amaze 1.2 V CVT I VTEC,AUTOMATIC,"19,470 km",Petrol,1st Owner,DL-11,"?16,154/month","Fixed Price?8,60,199",19-Apr,Honda,New Delhi
2021 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,"22,329 km",Petrol,1st Owner,MP-09,"?17,894/month","?9,83,199?9,52,899",21-Jan,Honda,Indore
2014 Hyundai Elite i20 SPORTZ 1.2,MANUAL,"42,479 km",Petrol,2nd Owner,MH-03,"?9,433/month","?4,91,299?4,82,499",14-Oct,Hyundai,Pune
2021 Tata Tiago 1.2 XT (O),MANUAL,"15,120 km",Petrol,1st Owner,DL-9C,"?10,936/month","?5,80,199?5,59,399",21-Oct,Tata,New Delhi
2016 Mahindra XUV500 W6 4X2,MANUAL,"79,008 km",Diesel,1st Owner,MH-14,"?18,711/month","Fixed Price?9,96,399",16-Jun,,Pune
2019 Hyundai NEW SANTRO 1.1 SPORTZ MT CNG,,"13,329 km",Petrol + CNG,1st Owner,TS-09-x-xxxx,"?11,069/month","Fixed Price?5,66,199",19-Nov,CNG,Hyderabad
2020 Renault TRIBER 1.0 RXT,MANUAL,"21,306 km",Petrol,1st Owner,KA-04-x-xxxx,"?13,464/month","?7,10,299?6,88,699",20-Aug,Renault,Bangalore
2017 Hyundai Elite i20 ASTA 1.2,MANUAL,"50,657 km",Petrol,1st Owner,UP-32-x-xxxx,"?11,018/month","?5,94,499?5,63,599",17-Aug,Hyundai,Lucknow
2012 Honda Brio 1.2 E MT I VTEC,MANUAL,"48,547 km",Petrol,2nd Owner,MH-03,"?5,937/month","?3,14,899?3,03,699",12-Sep,Honda,Pune
2014 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"76,383 km",Diesel,2nd Owner,MH-03,"?10,307/month","Fixed Price?5,27,199",14-Apr,Ford,Mumbai
2018 Hyundai Verna 1.6 SX VTVT,MANUAL,"41,263 km",Petrol,1st Owner,UP-32-x-xxxx,"?15,224/month","?8,38,299?7,78,699",18-Dec,Toyota,Lucknow
2018 Maruti Wagon R 1.0 VXI,MANUAL,"68,791 km",Petrol,2nd Owner,RJ-45,"?8,403/month","?4,55,099?4,29,799",18-May,Cars from 2 lakh - 5 lakh,Jaipur
2021 Hyundai NEW I20 SPORTZ 1.2 MT,,"5,072 km",Petrol,1st Owner,MP-08,"?15,801/month","?8,66,399?8,41,399",21-Nov,Cars from 5 lakh - 10 lakh,Indore
2018 Renault Kwid RXL,MANUAL,"18,655 km",Petrol,2nd Owner,KA-53-x-xxxx,"?7,507/month","?3,99,399?3,83,999",18-May,Renault,Bangalore
2011 Maruti Wagon R 1.0 LXI CNG,,"85,435 km",Petrol + CNG,1st Owner,"Valid upto Nov 2023
3rd Party",,,,CNG,Hyderabad
2020 Volkswagen Vento COMFORTLINE 1.0 TSI MT,MANUAL,"65,274 km",Petrol,1st Owner,MH-12,"?17,825/month","?10,14,499?9,49,199",20-Aug,Volkswagen,Pune
2019 Renault Kwid 1.0 RXT Opt,MANUAL,"7,124 km",Petrol,1st Owner,DL-3C,"?7,595/month","Fixed Price?3,88,499",19-Jan,Renault,New Delhi
2020 Hyundai Creta 1.5 SX (O) AT,AUTOMATIC,"7,772 km",Petrol,1st Owner,KA-51-x-xxxx,"?32,781/month","?18,67,399?17,45,599",20-Sep,Cars above 10 lakh,Bangalore
2017 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,"76,365 km",Petrol,2nd Owner,MH-01,"?12,823/month","?7,24,099?6,55,899",17-Sep,Volkswagen,Mumbai
2018 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,"39,646 km",Petrol,1st Owner,KL-08,"?15,255/month","?8,13,699?7,80,299",18-Oct,Diesel,Kochi
2011 Hyundai Santro Xing GL PLUS,MANUAL,"61,511 km",Petrol,1st Owner,DL-3C,"?3,691/month","?2,00,299?1,88,799",11-Oct,Cars under 2 lakh,New Delhi
2022 Renault TRIBER 1.0 RXZ,MANUAL,"2,263 km",Petrol,1st Owner,GJ-06,"?15,680/month","?8,60,199?8,34,999",22-Jul,Renault,Ahmedabad
2019 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,"25,759 km",Petrol + CNG,1st Owner,UP-78-x-xxxx,"?10,917/month","Fixed Price?5,58,399",19-Jun,CNG,Lucknow
2019 Tata Tiago XT 1.2 REVOTRON,MANUAL,"14,752 km",Petrol,2nd Owner,KA-01-x-xxxx,"?10,317/month","Fixed Price?5,27,699",19-Jan,Tata,Bangalore
2022 Mahindra XUV 3OO W6 AT,,"4,339 km",Diesel,1st Owner,GJ-01,"?22,768/month","?12,35,499?12,12,399",22-May,Diesel,Ahmedabad
2017 Hyundai Elite i20 ASTA 1.2 (O),MANUAL,"89,784 km",Petrol + CNG,1st Owner,HR-26,"?12,655/month","Fixed Price?6,47,299",17-Feb,CNG,New Delhi
2021 Maruti Swift LXI,MANUAL,"18,374 km",Petrol,1st Owner,HR-51,"?11,951/month","Fixed Price?6,11,299",21-Mar,Cars from 5 lakh - 10 lakh,New Delhi
2013 Toyota Etios Liva G SP,MANUAL,"65,941 km",Petrol,1st Owner,KA-04-x-xxxx,"?9,763/month","?5,04,399?4,99,399",13-Aug,Toyota,Bangalore
2016 Honda Amaze 1.2 SMT I VTEC,MANUAL,"99,890 km",Petrol,1st Owner,TS-07-x-xxxx,"?9,230/month","Fixed Price?4,72,099",16-Jan,Honda,Hyderabad
2021 Tata Harrier XZ +,MANUAL,"35,349 km",Diesel,1st Owner,RJ-45,"?36,745/month","?20,70,299?19,56,699",21-Jan,Diesel,Jaipur
2014 Maruti Alto K10 VXI,MANUAL,"34,064 km",Petrol,2nd Owner,TN-11-x-xxxx,"?5,681/month","Fixed Price?2,90,599",14-Oct,Cars from 2 lakh - 5 lakh,Chennai
2021 Volkswagen Vento HIGHLINE PLUS 1.0 TSI AT,AUTOMATIC,"17,457 km",Petrol,1st Owner,RJ-45,"?19,680/month","?12,01,849?10,47,999",21-Feb,Volkswagen,Jaipur
2016 Hyundai Creta 1.6 SX CRDI,MANUAL,"96,615 km",Diesel,1st Owner,TS-09-x-xxxx,"?18,204/month","?9,97,399?9,69,399",16-Jun,Diesel,Hyderabad
2020 Renault TRIBER RXZ AT,AUTOMATIC,"12,988 km",Petrol,1st Owner,UP-32-x-xxxx,"?12,340/month","Fixed Price?6,31,199",20-Aug,Renault,Lucknow
2022 Maruti Celerio VXI CNG,MANUAL,"11,821 km",Petrol + CNG,1st Owner,GJ-06,"?13,529/month","?7,30,799?6,91,999",22-Apr,,Ahmedabad
2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,"17,156 km",Petrol,1st Owner,MH-12,"?13,359/month","?6,90,899?6,83,299",19-Apr,Honda,Pune
2019 Renault TRIBER 1.0 RXL PETROL,MANUAL,"3,897 km",Petrol,1st Owner,WB-20,"?11,134/month","?6,01,699?5,69,499",19-Nov,Cars from 5 lakh - 10 lakh,Kolkata
2019 Maruti Alto K10 VXI,MANUAL,"31,492 km",Petrol,1st Owner,UP-32-x-xxxx,"?7,705/month","?4,12,699?3,94,099",19-Aug,Renault,Lucknow
2017 Mahindra Kuv100 K8 6 STR,MANUAL,"15,005 km",Petrol,2nd Owner,TN-06-x-xxxx,"?9,802/month","Fixed Price?5,01,399",17-Apr,Mahindra,Chennai
2018 Maruti IGNIS SIGMA 1.2 K12,MANUAL,"50,507 km",Petrol,2nd Owner,MP-04,"?8,931/month","?4,77,999?4,56,799",18-Sep,Tata,Indore
2022 Tata ALTROZ XZ + 1.2 RTN,,"2,853 km",Petrol,1st Owner,TN-85-x-xxxx,"?18,047/month","?9,65,999?9,60,999",22-May,Tata,Chennai
2014 Volkswagen Vento HIGHLINE PETROL,MANUAL,"37,558 km",Petrol,1st Owner,MH-14,"?10,680/month","Fixed Price?5,46,299",14-Oct,Volkswagen,Pune
2015 Maruti Swift VXI,MANUAL,"71,268 km",Petrol,1st Owner,GJ-18,"?8,743/month","Fixed Price?4,47,199",15-Aug,Cars from 2 lakh - 5 lakh,Ahmedabad
